rep	gen	x	y	dispersed	W	homoz	Nmut	Nho	pEp
0	0	1	1	0	0.982033	0	1	0	0.192288
0	0	1	1	0	1	0	0	0	0.125123
0	0	1	1	0	0.990794	0	1	0	0
0	0	1	1	0	0.974055	0	2	0	0.0859698
0	0	1	1	0	1	0	0	0	0
0	0	1	1	0	0.999693	0	1	0	0.0665764
0	0	1	1	0	0.984614	0	1	0	0
0	0	1	1	0	0.985085	0	1	0	0.0279819
0	0	1	1	0	0.959274	0	2	0	0.0559998
0	0	1	1	0	1	0	0	0	0.0358914
0	0	1	1	0	0.988951	0	1	0	0
0	0	1	1	0	0.973828	0	1	0	0
0	0	1	1	0	0.995078	0	1	0	0.160242
0	0	1	1	0	0.998944	0	1	0	0.0429678
0	0	1	1	0	0.973371	0	2	0	0.238819
0	0	1	1	0	0.998575	0	1	0	0.0869684
0	0	1	1	0	1	0	0	0	0.0638762
0	0	1	1	0	1	0	0	0	0.142265
0	0	1	1	0	1	0	0	0	0.0551254
0	0	1	1	0	1	0	0	0	0.0882686
0	0	1	1	0	1	0	0	0	0
0	0	1	1	0	0.98965	0	1	0	0.0223835
0	0	1	1	0	0.971693	0	2	0	0.0527846
0	0	1	1	0	0.956914	0	1	0	0.075481
0	0	1	1	0	0.969303	0	2	0	0.196104
0	0	1	1	0	1	0	0	0	0.11398
0	0	1	1	0	0.992572	0	1	0	0
0	0	1	1	0	0.97738	0	2	0	0
0	0	1	1	0	0.970787	0	1	0	0
0	0	1	1	0	1	0	0	0	0.172686
0	0	1	1	0	0.982214	0	1	0	0.0466908
0	0	1	1	0	0.995109	0	1	0	0.237562
0	0	1	1	0	0.965265	0	2	0	0.325312
0	0	1	1	0	0.952242	0	2	0	0.276861
0	0	1	1	0	0.992726	0	1	0	0.2391
0	0	1	1	0	1	0	0	0	0.0256644
0	0	1	1	0	0.979029	0	2	0	0.124896
0	0	1	1	0	0.999883	0	1	0	0.210196
0	0	1	1	0	0.967883	0	1	0	0.0747298
0	10	0	0	0	0.760679	38	14	0	0
0	10	0	0	0	0.90196	38	9	0	0
0	10	0	0	0	0.881154	56	10	0	0
0	10	0	0	0	0.855851	44	9	0	0.0519498
0	10	0	0	0	0.88867	43	10	0	0
0	10	0	0	0	0.874785	31	11	0	0
0	10	0	0	0	0.921276	33	6	0	0.00941589
0	10	0	0	0	0.929835	47	12	0	0
0	10	0	0	0	0.831482	70	12	0	0.0113022
0	10	0	0	0	0.790583	62	15	1	0.0629458
0	10	0	0	0	0.790459	65	15	0	0
0	10	0	0	0	0.855742	58	14	1	0.0100033
0	10	0	0	0	0.795359	70	13	1	0.120066
0	10	0	0	0	0.94173	50	6	0	0
0	10	0	0	0	0.886267	55	8	0	0
0	10	0	0	0	0.724447	224	13	1	0.0823473
0	10	0	0	0	0.803586	30	9	1	0
0	10	0	0	0	0.829965	32	14	0	0
0	10	0	0	0	0.910055	33	11	0	0
0	10	0	0	0	0.779128	62	15	0	0.0330496
0	10	0	0	0	0.876098	28	11	0	0.0572715
0	10	0	0	0	0.926777	65	10	0	0.010493
0	10	0	0	0	0.801571	59	10	0	0
0	10	0	0	0	0.85776	164	15	0	0
0	10	0	0	0	0.853087	32	15	0	0.226363
0	10	0	0	0	0.803384	57	14	0	0.000666694
0	10	0	0	0	0.853378	54	14	0	0.108005
0	10	0	0	0	0.886211	31	10	0	0
0	10	0	0	0	0.950722	42	8	0	0.0513023
0	10	0	0	0	0.822867	52	12	1	0.0324732
0	10	0	0	0	0.911891	53	6	1	0
0	10	0	0	0	0.891819	9	12	0	0
0	10	0	0	0	0.76303	43	12	0	0
0	10	0	0	0	0.898798	85	10	0	0
0	10	0	0	0	0.90102	38	6	0	0
0	10	0	0	0	0.935677	28	7	0	0.0604724
0	10	0	0	0	0.896321	35	8	0	0.00421261
0	10	0	0	0	0.864193	27	12	0	0
0	10	0	0	0	0.864669	36	13	0	0
0	10	0	0	0	0.898204	28	10	1	0
0	10	0	0	0	0.890256	29	13	0	0
0	10	0	0	0	0.907935	49	10	1	0.012463
0	10	0	0	0	0.952367	51	7	0	0
0	10	0	0	0	0.905816	74	6	1	0
0	10	0	0	0	0.884503	57	11	1	0.116072
0	10	0	0	0	0.816364	66	19	0	0
0	10	0	0	0	0.839088	42	12	0	0.00930578
0	10	0	0	0	0.817572	55	14	1	0.0163062
0	10	0	0	0	0.911746	61	9	0	0.102888
0	10	0	0	0	0.877179	27	6	0	0.150329
0	10	0	0	0	0.874478	72	11	1	0
0	10	0	0	0	0.817537	63	15	1	0
0	10	0	0	0	0.834002	39	12	1	0
0	10	0	0	0	0.849875	80	11	0	0.00122873
0	10	0	0	0	0.895557	29	9	0	0.195797
0	10	0	0	0	0.822005	55	18	0	0.0866201
0	10	0	0	0	0.933184	61	9	0	0.132793
0	10	0	0	0	0.895918	62	12	0	0
0	10	0	1	0	0.831434	81	9	1	0.0848032
0	10	0	1	0	0.858678	98	7	1	0
0	10	0	1	0	0.860378	175	8	0	0
0	10	0	1	0	0.77438	160	12	0	0
0	10	0	1	0	0.862715	75	6	0	0
0	10	0	1	0	0.85719	81	8	0	0.0665887
0	10	0	1	0	0.871971	59	9	0	0.0368
0	10	0	1	0	0.864417	63	8	0	0
0	10	0	1	0	0.776749	75	17	0	0.0882006
0	10	0	1	0	0.797683	100	15	0	0
0	10	0	1	0	0.792388	86	16	0	0.00766309
0	10	0	1	0	0.820501	41	10	0	0
0	10	0	1	0	0.737545	44	14	0	0
0	10	0	1	0	0.806364	41	11	0	0
0	10	0	1	0	0.913601	107	7	0	0.156237
0	10	0	1	0	0.840489	91	11	0	0.10467
0	10	0	1	0	0.8901	64	9	0	0.111078
0	10	0	1	0	0.867656	64	9	0	0.189582
0	10	0	1	0	0.845269	105	7	0	0.0543106
0	10	0	1	0	0.774795	119	8	1	0.100829
0	10	0	1	0	0.8032	120	10	0	0.0563097
0	10	0	1	0	0.825421	59	11	0	0.160619
0	10	0	1	0	0.832623	63	12	0	0.117464
0	10	0	1	0	0.862179	47	12	0	0.0429282
0	10	0	1	0	0.91104	54	5	0	0.0556646
0	10	0	1	0	0.891489	58	8	0	0.0887767
0	10	0	1	0	0.792482	51	9	0	0.0593876
0	10	0	1	0	0.826814	63	10	0	0
0	10	0	1	0	0.885881	65	8	0	0.358886
0	10	0	1	0	0.900506	96	8	1	0.0727972
0	10	0	1	0	0.834614	81	9	0	0.00212751
0	10	0	1	0	0.858111	82	14	0	0
0	10	0	1	0	0.74914	106	10	1	0.00740986
0	10	0	1	0	0.741925	50	14	0	0
0	10	0	1	0	0.832788	97	7	1	0
0	10	0	1	0	0.798268	174	11	0	0
0	10	0	1	0	0.842377	196	9	1	0
0	10	0	1	0	0.833509	184	7	0	0
0	10	0	1	0	0.788342	70	11	0	0
0	10	0	1	0	0.741316	69	12	0	0
0	10	0	1	0	0.826338	66	7	0	0
0	10	0	1	0	0.798953	41	12	0	0.0504973
0	10	0	1	0	0.910349	108	7	0	0.0407706
0	10	0	1	0	0.890144	96	9	0	0.157094
0	10	0	1	0	0.837756	109	7	0	0.0803839
0	10	0	1	0	0.761129	145	9	1	0.0310753
0	10	0	1	0	0.903058	64	9	0	0.108679
0	10	0	1	0	0.757832	48	14	0	0.0920767
0	10	0	1	0	0.790255	59	10	0	0
0	10	0	1	0	0.705363	63	13	1	0
0	10	0	1	0	0.823978	53	11	0	0.0357813
0	10	0	1	0	0.831871	48	9	0	0.0189084
0	10	0	1	0	0.795769	65	10	1	0.133086
0	10	0	1	0	0.759295	67	11	0	0
0	10	0	1	0	0.923472	68	4	0	0.240298
0	10	0	1	0	0.897965	73	9	0	0.192954
0	10	1	0	0	0.835898	119	4	1	0.000687259
0	10	1	0	0	0.872866	70	13	0	0.086537
0	10	1	0	0	0.837299	63	15	1	0.043936
0	10	1	0	0	0.809916	58	15	0	0
0	10	1	0	0	0.829462	59	16	0	0
0	10	1	0	0	0.78342	58	16	0	0
0	10	1	0	0	0.847305	47	9	0	0.0143082
0	10	1	0	0	0.752288	63	15	2	0
0	10	1	0	0	0.746033	63	13	1	0.00381767
0	10	1	0	0	0.875365	61	9	0	0
0	10	1	0	0	0.801656	66	10	0	0
0	10	1	0	0	0.830189	58	10	0	0
0	10	1	0	0	0.951986	54	10	0	0
0	10	1	0	0	0.856333	49	11	2	0.00952833
0	10	1	0	0	0.897581	55	11	1	0
0	10	1	0	0	0.864991	49	12	0	0.115852
0	10	1	0	0	0.899151	48	11	0	0.0319416
0	10	1	0	0	0.790242	22	12	1	0
0	10	1	0	0	0.846137	75	11	0	0.0287493
0	10	1	0	0	0.779289	66	13	1	0.148322
0	10	1	0	0	0.915965	44	7	0	0
0	10	1	0	0	0.861459	59	11	0	0
0	10	1	0	0	0.859174	84	10	0	0
0	10	1	0	0	0.912452	103	10	0	0.116032
0	10	1	0	0	0.863691	63	12	0	0.0598236
0	10	1	0	0	0.913316	51	11	0	0.0257201
0	10	1	0	0	0.858869	39	20	0	0
0	10	1	0	0	0.827105	46	15	0	0
0	10	1	0	0	0.799826	69	12	3	0.0246345
0	10	1	0	0	0.853845	44	9	0	0
0	10	1	0	0	0.85387	54	8	0	0.00457287
0	10	1	0	0	0.889896	49	8	0	0
0	10	1	0	0	0.859144	65	14	1	0
0	10	1	0	0	0.786875	57	13	3	0
0	10	1	0	0	0.804345	63	9	3	0
0	10	1	0	0	0.674844	75	10	1	0.0299326
0	10	1	0	0	0.840529	59	11	0	0.0529291
0	10	1	0	0	0.875594	40	15	0	0.025868
0	10	1	0	0	0.96944	40	8	0	0.00979107
0	10	1	0	0	0.867289	48	14	0	0
0	10	1	0	0	0.822414	43	14	0	0.0575142
0	10	1	0	0	0.810428	51	15	1	0
0	10	1	0	0	0.88625	62	11	0	0
0	10	1	0	0	0.899002	41	10	0	0.00963058
0	10	1	0	0	0.892021	68	14	0	0
0	10	1	0	0	0.903132	80	11	0	0.0431338
0	10	1	0	0	0.843282	39	13	0	0.0584386
0	10	1	0	0	0.877906	48	11	0	0
0	10	1	0	0	0.880691	55	11	0	0
0	10	1	0	0	0.84719	70	12	0	0
0	10	1	0	0	0.91082	43	7	0	0
0	10	1	0	0	0.926752	49	6	0	0.049657
0	10	1	0	0	0.878211	87	7	0	0.0811058
0	10	1	0	0	0.830366	98	12	0	0.00604857
0	10	1	0	0	0.880336	88	9	0	0.113146
0	10	1	0	0	0.790241	40	12	0	0.0604482
0	10	1	0	0	0.957727	45	5	0	0
0	10	1	1	0	0.858803	162	9	1	0
0	10	1	1	0	0.83734	87	12	0	0.000559699
0	10	1	1	0	0.910522	84	7	0	0.125805
0	10	1	1	0	0.91058	71	8	0	0.164085
0	10	1	1	0	0.919115	103	7	0	0.151036
0	10	1	1	0	0.835953	141	8	1	0.0251392
0	10	1	1	0	0.917511	55	9	0	0.0165661
0	10	1	1	0	0.84189	62	7	0	0.0579395
0	10	1	1	0	0.921981	45	10	0	0.0565296
0	10	1	1	0	0.915103	158	7	1	0.0478949
0	10	1	1	0	0.891906	184	12	1	0
0	10	1	1	0	0.876862	124	12	0	0.0935018
0	10	1	1	0	0.856353	84	9	1	0.128908
0	10	1	1	0	0.888369	70	12	0	0.0279343
0	10	1	1	0	0.857043	66	8	1	0.047609
0	10	1	1	0	0.855792	64	12	0	0.0343799
0	10	1	1	0	0.814583	64	10	2	0.116409
0	10	1	1	0	0.81215	63	12	0	0.0270512
0	10	1	1	0	0.912494	59	10	0	0.108069
0	10	1	1	0	0.840843	58	11	0	0.0327928
0	10	1	1	0	0.901789	101	10	0	0
0	10	1	1	0	0.844218	71	10	0	0
0	10	1	1	0	0.904495	75	9	0	0
0	10	1	1	0	0.901277	55	6	1	0.0896506
0	10	1	1	0	0.787338	61	10	1	0.0455077
0	10	1	1	0	0.849101	129	9	2	0.222128
0	10	1	1	0	0.96147	121	6	0	0.0642807
0	10	1	1	0	0.945126	94	5	0	0
0	10	1	1	0	0.799724	64	10	1	0.0527669
0	10	1	1	0	0.848662	73	8	0	0.154109
0	10	1	1	0	0.826712	58	11	0	0
0	10	1	1	0	0.86818	90	9	0	0.160941
0	10	1	1	0	0.900262	13	6	0	0.142602
0	10	1	1	0	0.901868	44	7	0	0
0	10	1	1	0	0.878381	60	9	0	0.0180287
0	10	1	1	0	0.906454	49	7	0	0.0325507
0	10	1	1	0	0.943406	51	3	0	0.0855856
0	10	1	1	0	0.867174	161	8	1	0
0	10	1	1	0	0.880512	76	9	0	0.0604583
0	10	1	1	0	0.989101	81	2	0	0
0	10	1	1	0	0.930614	126	6	0	0
0	10	1	1	0	0.885127	126	9	0	0.011427
0	10	1	1	0	0.898687	89	8	0	0
0	10	1	1	0	0.876259	129	8	0	0.0102615
0	10	1	1	0	0.846488	109	10	1	0
0	10	1	1	0	0.679828	62	9	1	0.0125942
0	10	1	1	0	0.841515	53	10	0	0
0	10	1	1	0	0.813122	46	12	0	0.0997569
0	10	1	1	0	0.960908	61	9	0	0.0153256
0	10	1	1	0	0.926662	153	6	0	0
0	10	1	1	0	0.883201	38	9	0	0.0305742
0	10	1	1	0	0.899836	82	6	0	0.128519
0	10	1	1	0	0.832703	52	11	1	0.00498197
0	10	1	1	0	0.846752	58	8	0	0
0	10	1	1	0	0.941474	69	8	0	0
0	10	1	1	0	0.746294	53	11	1	0.197028
0	10	1	1	0	0.807166	67	10	1	0.124626
0	10	1	1	0	0.831285	58	10	0	0.0729465
0	10	1	1	0	0.735443	76	14	1	0
0	10	1	1	0	0.916714	107	6	0	0.103068
0	10	1	1	0	0.879027	113	9	0	0.0439021
0	20	0	0	0	0.818796	106	17	0	0
0	20	0	0	0	0.758283	100	25	1	0
0	20	0	0	0	0.686855	114	20	1	0.0442838
0	20	0	0	0	0.855035	201	14	4	0.0234788
0	20	0	0	0	0.769997	205	20	1	0
0	20	0	0	0	0.671746	110	23	3	0.0737063
0	20	0	0	0	0.731495	92	21	1	0
0	20	0	0	0	0.743514	108	20	3	0.0190428
0	20	0	0	0	0.754414	72	21	4	0.200343
0	20	0	0	0	0.718686	104	22	2	0.201656
0	20	0	0	0	0.73262	127	21	1	0.0619875
0	20	0	0	0	0.718933	111	25	0	0
0	20	0	0	0	0.826847	87	18	2	0
0	20	0	0	0	0.830015	83	15	2	0.090707
0	20	0	0	0	0.790505	63	16	2	0.112738
0	20	0	0	0	0.672712	86	23	3	0.122357
0	20	0	0	0	0.820076	92	18	0	0.0437964
0	20	0	0	0	0.789878	86	19	0	0
0	20	0	0	0	0.794139	91	19	0	0
0	20	0	0	0	0.817043	83	18	0	0
0	20	0	0	0	0.696722	147	21	2	0.00898748
0	20	0	0	0	0.771747	101	19	0	0
0	20	0	0	0	0.715816	106	23	2	0
0	20	0	0	0	0.772954	100	19	1	0
0	20	0	0	0	0.793708	12	13	0	0.149355
0	20	0	0	0	0.691838	25	25	0	0.116774
0	20	0	0	0	0.781088	184	16	4	0
0	20	0	0	0	0.817352	91	18	0	0.0522234
0	20	0	0	0	0.712237	95	24	1	0.108465
0	20	0	0	0	0.763593	104	17	0	0
0	20	0	0	0	0.643647	188	11	2	0.0289956
0	20	0	0	0	0.83906	201	14	1	0
0	20	0	0	0	0.779153	104	21	0	0.0604409
0	20	0	0	0	0.847844	104	18	1	0
0	20	0	0	0	0.6965	110	23	2	0
0	20	0	0	0	0.748748	107	20	2	0.0165136
0	20	0	0	0	0.628668	116	25	3	0
0	20	0	0	0	0.607119	100	24	2	0
0	20	0	0	0	0.761623	84	23	3	0.0930735
0	20	0	0	0	0.710287	120	23	2	0.134718
0	20	0	0	0	0.84251	95	18	0	0.00169446
0	20	0	0	0	0.665703	112	31	2	0
0	20	0	0	0	0.665514	99	25	4	0.0215296
0	20	0	0	0	0.814061	74	23	1	0.213177
0	20	0	0	0	0.820597	96	14	0	0
0	20	0	0	0	0.777349	101	18	0	0
0	20	0	0	0	0.615258	126	27	3	0.042714
0	20	0	0	0	0.82469	101	18	1	0.030261
0	20	0	0	0	0.743484	130	21	2	0
0	20	0	0	0	0.789761	133	20	1	0.106007
0	20	0	0	0	0.709251	125	21	1	0.0726646
0	20	0	0	0	0.742875	14	21	0	0.0784885
0	20	0	0	0	0.76438	24	16	1	0.0850908
0	20	0	0	0	0.737717	24	23	0	0.175884
0	20	0	1	0	0.714064	109	20	1	0.061543
0	20	0	1	0	0.827088	120	16	0	0
0	20	0	1	0	0.819972	113	13	1	0
0	20	0	1	0	0.684179	133	22	0	0
0	20	0	1	0	0.802444	128	17	0	0
0	20	0	1	0	0.686468	148	17	1	0.072255
0	20	0	1	0	0.71573	134	15	1	0
0	20	0	1	0	0.646209	132	15	2	0
0	20	0	1	0	0.744178	135	17	0	0
0	20	0	1	0	0.709021	119	12	2	0
0	20	0	1	0	0.72764	145	15	0	0
0	20	0	1	0	0.76652	139	17	1	0
0	20	0	1	0	0.784751	112	12	0	0.0293742
0	20	0	1	0	0.772906	125	13	0	0.0973437
0	20	0	1	0	0.720485	136	16	0	0
0	20	0	1	0	0.864917	149	12	0	0.0557618
0	20	0	1	0	0.793648	140	14	0	0
0	20	0	1	0	0.780661	142	15	0	0.0715886
0	20	0	1	0	0.820161	164	11	0	0
0	20	0	1	0	0.815319	199	16	4	0
0	20	0	1	0	0.780509	126	14	2	0
0	20	0	1	0	0.722807	119	16	2	0
0	20	0	1	0	0.700004	126	22	0	0
0	20	0	1	0	0.814587	112	12	1	0.0486955
0	20	0	1	0	0.762968	121	16	1	0
0	20	0	1	0	0.812608	117	14	0	0
0	20	0	1	0	0.757988	134	17	0	0.0844057
0	20	0	1	0	0.697711	134	15	0	0
0	20	0	1	0	0.71475	122	16	1	0
0	20	0	1	0	0.626955	140	18	2	0
0	20	0	1	0	0.568697	138	21	3	0
0	20	0	1	0	0.763648	140	15	1	0
0	20	0	1	0	0.85305	134	10	0	0
0	20	0	1	0	0.765869	109	11	1	0
0	20	0	1	0	0.755858	105	16	0	0.0811001
0	20	0	1	0	0.687479	113	16	1	0.091342
0	20	0	1	0	0.69293	150	17	1	0
0	20	0	1	0	0.836446	104	11	0	0.00886344
0	20	0	1	0	0.723187	109	20	1	0.0905592
0	20	0	1	0	0.822747	182	14	0	0
0	20	0	1	0	0.639956	134	17	3	0.093392
0	20	0	1	0	0.74017	120	10	2	0
0	20	0	1	0	0.816756	199	9	0	0
0	20	0	1	0	0.785111	234	11	0	0
0	20	0	1	0	0.724259	105	25	0	0
0	20	0	1	0	0.717088	129	21	0	0.0800448
0	20	0	1	0	0.737114	133	15	2	0.0664908
0	20	1	0	0	0.789791	121	17	1	0
0	20	1	0	0	0.769107	125	20	0	0.0325184
0	20	1	0	0	0.728348	102	21	2	0.0116762
0	20	1	0	0	0.741969	101	24	0	0.0245692
0	20	1	0	0	0.798544	98	20	1	0
0	20	1	0	0	0.82051	129	14	1	0
0	20	1	0	0	0.71229	105	20	2	0.00951137
0	20	1	0	0	0.763326	97	16	3	0
0	20	1	0	0	0.73191	118	17	2	0
0	20	1	0	0	0.696843	106	25	1	0
0	20	1	0	0	0.812175	128	14	1	0
0	20	1	0	0	0.814833	169	17	4	0.0799258
0	20	1	0	0	0.831212	106	16	0	0
0	20	1	0	0	0.851093	112	14	0	0.14113
0	20	1	0	0	0.800181	127	20	0	0.036049
0	20	1	0	0	0.858868	109	11	1	0.0845414
0	20	1	0	0	0.839507	118	17	0	0
0	20	1	0	0	0.721285	106	21	3	0.00672787
0	20	1	0	0	0.653555	126	24	3	0.0797241
0	20	1	0	0	0.740294	120	22	1	0.0180517
0	20	1	0	0	0.860246	119	15	0	0
0	20	1	0	0	0.859145	122	11	1	0.0159112
